CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref,HESS_name
2CXO J161629.0-520152,244.1210146,-52.0313264,1.59,5.24,3.4e-15,9e-16,1.4e-15,5e-16,6e-15,3e-15,1.1e-14,3e-15,0.964,,16.432,0.003,17.08,0.03,15.49,0.01,14.16,0.05,13.51,0.05,13.46,0.07,,,,,,,0.96,0.06,1.617,1023.0,969.0,1096.0,0.0,0.12,0.13,0.07,0.19,0.2,0.003,0.3,0.002,0.08,0.09,0.05,0.09,0.1,0.007,0.1,YSO,0.3,0.1,0.411,,,,,J1614-518
2CXO J161658.0-515715,244.2419474,-51.954216,0.88,3.26,1.1e-15,3e-16,4e-16,3e-16,8e-18,6e-18,1.5e-15,4e-16,,,17.937,0.003,19.07,0.02,16.792,0.007,,,,,,,,,,,,,2.0,0.2,6.585,514.0,473.0,552.0,0.01,0.11,0.4,0.002,0.07,0.12,0.07,0.2,0.01,0.07,0.2,0.004,0.04,0.08,0.05,0.08,HM-STAR,0.4,0.2,0.904,,,,,J1614-518
2CXO J161651.3-515806,244.214115,-51.968509,1.16,3.06,6e-16,3e-16,5e-16,3e-16,8e-16,8e-16,2e-15,9e-16,0.606,,16.662,0.003,16.92,0.02,15.45,0.05,,,,,,,,,,,,,1.05,0.08,7.337,959.0,890.0,1018.0,0.0,0.1,0.6,0.002,0.03,0.08,0.0,0.13,0.01,0.1,0.2,0.008,0.02,0.06,0.01,0.08,HM-STAR,0.6,0.2,1.913,,,,,J1614-518
2CXO J161633.3-520009,244.1389197,-52.0027435,1.91,4.49,2e-16,1e-16,1.8e-15,6e-16,5e-15,2e-15,7e-15,2e-15,0.005,,18.09,0.003,18.86,0.02,17.16,0.01,,,,,,,,,,,,,0.9,0.1,17.983,1278.0,1074.0,1681.0,0.0,0.4,0.08,0.002,0.004,0.3,0.09,0.16,0.02,0.2,0.09,0.006,0.01,0.1,0.06,0.08,CV,0.4,0.2,0.522,,,,,J1614-518
2CXO J161653.1-515723,244.2214887,-51.9564015,0.87,5.8,5e-16,3e-16,2.4e-15,6e-16,8e-15,2e-15,1.1e-14,2e-15,1.0,,19.351,0.005,20.7,0.1,17.94,0.03,,,,,,,,,,,,,0.3,0.3,5.138,4416.0,2594.0,6193.0,0.002,0.14,0.06,0.005,0.01,0.5,0.07,0.25,0.005,0.07,0.04,0.008,0.02,0.1,0.07,0.08,LMXB,0.5,0.1,1.062,,,,,J1614-518
2CXO J161702.0-515543,244.2585408,-51.9288249,1.88,3.03,2e-16,2e-16,4e-16,3e-16,4e-15,2e-15,4e-15,2e-15,0.52,,16.749,0.003,17.414,0.007,15.516,0.008,13.71,0.04,12.87,0.04,12.44,,12.225,0.005,12.522,0.007,,,0.19,0.07,1.724,4528.0,3531.0,5677.0,0.02,0.14,0.17,0.09,0.07,0.08,0.01,0.43,0.02,0.08,0.06,0.05,0.04,0.04,0.01,0.09,YSO,0.43,0.09,1.658,,,,,J1614-518
2CXO J161649.4-515702,244.2059529,-51.9507428,1.02,4.72,1.5e-15,5e-16,8e-16,3e-16,2e-15,1e-15,4e-15,1e-15,0.329,,19.469,0.007,20.3,0.08,17.82,0.03,,,,,,,,,,,,,3.8,0.8,8.611,360.0,287.0,453.0,0.0,0.3,0.09,0.004,0.006,0.24,0.11,0.24,0.01,0.1,0.05,0.01,0.01,0.1,0.09,0.09,CV,0.3,0.1,0.31,,,,,J1614-518
2CXO J161709.8-515338,244.2910798,-51.8939066,2.01,4.38,2e-16,2e-16,8e-16,4e-16,1.9e-14,5e-15,2e-14,5e-15,0.464,,19.357,0.005,21.0,0.1,17.93,0.03,,,,,,,,,,,,,0.4,0.4,7.553,3548.0,2417.0,5090.0,0.2,0.21,0.03,0.08,0.002,0.19,0.2,0.11,0.1,0.09,0.03,0.05,0.005,0.09,0.1,0.06,CV,0.21,0.09,0.03,,,,,J1614-518
2CXO J161621.7-515417,244.0907825,-51.9047263,3.89,4.0,6e-15,1e-15,7e-16,5e-16,6e-16,4e-16,7e-15,1e-15,0.329,,11.544,0.003,12.0,0.003,10.896,0.004,9.96,0.03,9.38,0.03,9.22,0.02,9.05,0.02,9.15,0.02,9.2,0.1,5.28,0.02,16.661,189.0,188.0,189.0,0.0,0.004,0.1,0.01,0.8,0.001,0.0,0.05,0.0003,0.009,0.1,0.01,0.1,0.004,0.001,0.04,LM-STAR,0.8,0.1,2.854,,,,,J1614-518
2CXO J161610.8-515545,244.0450803,-51.9293906,2.02,7.15,6e-16,6e-16,3.6e-15,1e-15,4.2e-14,7e-15,4.7e-14,7e-15,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.0,0.02,0.0001,0.0,0.1,0.9,0.003,0.08,0.01,0.03,0.0007,0.002,0.1,0.2,0.008,NS,0.9,0.2,2.656,,,,,J1614-518
2CXO J184228.0-052511,280.6167906,-5.4199196,2.52,3.35,1.3e-15,9e-16,3e-15,1e-15,1.1e-14,5e-15,1.5e-14,5e-15,0.497,,19.298,0.008,20.07,0.08,17.41,0.05,,,,,,,,,,,,,0.1,0.4,3.126,4887.0,3093.0,7887.0,0.0,0.3,0.06,0.01,0.002,0.4,0.11,0.2,0.006,0.1,0.04,0.01,0.006,0.1,0.09,0.08,LMXB,0.4,0.1,0.4,,,,,J1841-055
2CXO J184227.7-052036,280.6156842,-5.343474,1.57,4.49,5e-16,4e-16,5e-16,4e-16,3.9e-14,9e-15,4e-14,9e-15,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.01,0.02,0.002,0.001,0.2,0.7,0.02,0.09,0.04,0.03,0.006,0.004,0.2,0.2,0.03,NS,0.7,0.2,0.977,,,,,J1841-055
2CXO J184218.6-052002,280.577727,-5.3340629,1.37,3.17,3e-15,1e-15,1.5e-15,8e-16,8e-18,6e-18,4e-15,1e-15,,,13.522,0.005,14.071,0.003,12.724,0.004,11.7,0.02,11.26,0.04,11.15,0.03,,,,,,,3.1,0.4,3.733,342.0,308.0,413.0,0.0,0.002,0.3,0.002,0.7,0.003,0.0001,0.06,0.0,0.005,0.1,0.005,0.1,0.006,0.0008,0.04,LM-STAR,0.7,0.1,1.688,,,,,J1841-055
2CXO J184201.9-052823,280.5080388,-5.4732887,1.36,6.22,7e-16,5e-16,3e-15,1e-15,4.7e-14,9e-15,5.1e-14,9e-15,0.629,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.01,0.0,0.0,0.1,0.8,0.003,0.02,0.05,0.02,0.002,0.004,0.1,0.2,0.009,NS,0.8,0.2,2.275,,,,,J1841-055
2CXO J184203.8-052331,280.5160734,-5.3919506,0.77,3.59,1.2e-15,7e-16,3e-15,1e-15,2e-15,2e-15,6e-15,2e-15,0.623,,17.7,0.004,18.76,0.02,16.73,0.01,,,,,,,,,,,,,0.8,0.1,5.535,1385.0,1196.0,1657.0,0.0,0.2,0.2,0.001,0.01,0.3,0.04,0.2,0.003,0.1,0.1,0.005,0.02,0.1,0.04,0.08,LMXB,0.3,0.1,0.335,,,,,J1841-055
2CXO J184202.7-051923,280.5115177,-5.3232,1.26,3.24,1.5e-15,8e-16,1.2e-15,8e-16,5e-15,2e-15,8e-15,3e-15,0.422,,18.575,0.004,20.18,0.07,17.39,0.01,,,,,,,12.15,0.003,,,,,0.2,0.2,3.158,3801.0,2734.0,6444.0,0.002,0.2,0.1,0.01,0.01,0.23,0.14,0.26,0.006,0.1,0.07,0.01,0.02,0.09,0.1,0.08,YSO,0.26,0.08,0.063,,,,,J1841-055
2CXO J184204.2-051816,280.5178416,-5.304662,0.76,9.3,5e-15,2e-15,1.1e-14,2e-15,6.2e-14,1e-14,7.9e-14,1e-14,0.675,,20.32,0.03,19.7,0.9,17.61,0.02,,,,,,,,,,,,,,,,,,,0.0,0.2,0.02,0.003,0.001,0.6,0.1,0.07,0.0003,0.1,0.02,0.006,0.003,0.2,0.1,0.05,LMXB,0.6,0.2,1.134,,,,,J1841-055
2CXO J184156.6-052213,280.4861739,-5.370462,0.78,3.43,8e-18,6e-18,8e-18,6e-18,1.1e-14,4e-15,1.1e-14,4e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.0,0.01,0.01,0.001,0.5,0.2,0.07,0.2,0.002,0.03,0.02,0.005,0.3,0.2,0.06,LMXB,0.5,0.3,0.485,,,,,J1841-055
2CXO J184144.1-052739,280.4341618,-5.4608952,1.61,3.35,1.2e-15,9e-16,1.5e-15,8e-16,1.5e-14,6e-15,1.8e-14,6e-15,0.997,,18.808,0.004,20.07,0.06,17.69,0.02,,,,,,,,,,,,,0.1,0.3,3.21,3887.0,2672.0,5427.0,0.001,0.24,0.07,0.02,0.01,0.4,0.08,0.18,0.004,0.09,0.04,0.02,0.01,0.1,0.07,0.07,LMXB,0.4,0.1,0.826,,,,,J1841-055
2CXO J184151.8-051838,280.4662129,-5.3105942,1.02,3.94,8e-18,6e-18,6e-16,6e-16,2.6e-14,7e-15,2.6e-14,7e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.002,0.1,0.001,0.0,0.2,0.6,0.03,0.2,0.008,0.1,0.004,0.002,0.2,0.3,0.04,NS,0.6,0.3,0.802,,,,,J1841-055
2CXO J184141.7-052405,280.423845,-5.4016505,0.96,4.72,4e-15,1e-15,4e-15,1e-15,1.6e-14,6e-15,2.4e-14,6e-15,1.0,,18.401,0.005,19.24,0.03,17.11,0.01,,,,,,,,,,,,,0.1,0.2,1.174,5062.0,3780.0,7093.0,0.0,0.18,0.09,0.003,0.01,0.4,0.04,0.23,0.001,0.09,0.06,0.007,0.01,0.1,0.05,0.09,LMXB,0.4,0.1,0.892,,,,,J1841-055
2CXO J184146.0-052130,280.4419881,-5.3584501,0.88,4.29,8e-18,6e-18,5e-16,4e-16,2.7e-14,7e-15,2.7e-14,7e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.001,0.1,0.001,0.0,0.2,0.5,0.03,0.3,0.008,0.1,0.003,0.001,0.2,0.3,0.04,NS,0.5,0.3,0.658,,,,,J1841-055
2CXO J184158.5-051351,280.4941159,-5.2309231,1.54,6.41,2e-15,1e-15,4e-15,1e-15,4.4e-14,9e-15,5e-14,9e-15,0.142,,,,,,,,14.86,0.09,12.94,,12.32,,11.936,0.003,11.814,0.005,,,,,,,,,0.05,0.07,0.06,0.01,0.03,0.08,0.4,0.26,0.04,0.03,0.03,0.01,0.03,0.07,0.1,0.1,NS,0.4,0.1,0.729,,,,,J1841-055
2CXO J184137.9-052439,280.4081017,-5.4109845,1.09,6.71,2.6e-14,4e-15,2e-15,1e-15,5e-15,5e-15,3.3e-14,6e-15,0.572,,10.633,0.004,10.93,0.003,10.085,0.004,9.5,0.03,9.18,0.03,9.06,0.02,8.93,0.03,9.02,0.04,7.9,0.3,3.9,0.2,24.522,258.0,244.0,273.0,0.0,0.01,0.3,0.01,0.6,0.001,0.0,0.08,0.0006,0.02,0.1,0.02,0.2,0.005,0.0006,0.05,LM-STAR,0.6,0.2,0.948,,,,,J1841-055
2CXO J184145.0-051800,280.4376677,-5.3000494,1.58,3.0,8e-18,6e-18,9e-16,7e-16,1.5e-14,6e-15,1.6e-14,6e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.002,0.1,0.0,0.0,0.1,0.7,0.03,0.1,0.009,0.1,0.002,0.004,0.1,0.3,0.04,NS,0.7,0.3,1.413,,,,,J1841-055
2CXO J184142.7-051912,280.4281289,-5.3202055,0.97,5.51,4e-15,1e-15,6e-15,2e-15,8e-15,4e-15,1.8e-14,4e-15,0.99,,15.04,0.01,15.81,0.06,14.11,0.06,12.54,0.03,11.86,0.04,11.63,0.04,10.57,0.04,10.77,0.05,9.18,,1.08,0.04,3.832,893.0,868.0,924.0,0.0,0.04,0.2,0.04,0.15,0.02,0.001,0.6,0.0003,0.04,0.1,0.06,0.09,0.03,0.003,0.2,YSO,0.6,0.2,1.618,,,,,J1841-055
2CXO J184130.5-052450,280.3773551,-5.4139041,2.26,4.06,6e-16,5e-16,4e-15,1e-15,2e-14,7e-15,2.4e-14,7e-15,1.0,,16.219,0.007,17.38,0.02,14.839,0.009,12.99,0.02,12.31,0.02,12.05,0.03,,,,,,,1.2,0.2,2.525,904.0,774.0,1135.0,0.0,0.06,0.13,0.13,0.1,0.2,0.01,0.38,0.0006,0.04,0.06,0.08,0.06,0.1,0.02,0.1,YSO,0.38,0.1,0.752,,,,,J1841-055
2CXO J184131.7-052316,280.3823574,-5.3877788,1.49,4.54,4e-16,3e-16,3e-15,1e-15,2.8e-14,7e-15,3.2e-14,7e-15,0.653,,18.613,0.006,20.6,0.1,16.95,0.01,13.12,,11.88,,12.08,0.06,10.8,0.01,10.969,0.009,,,0.2,0.3,4.525,5764.0,3410.0,13431.0,0.01,0.15,0.04,0.06,0.02,0.23,0.06,0.44,0.02,0.05,0.02,0.03,0.02,0.08,0.04,0.07,YSO,0.44,0.07,1.451,,,,,J1841-055
2CXO J184128.7-052435,280.3698119,-5.4099076,1.73,4.61,8e-16,6e-16,3e-15,1e-15,4e-14,1e-14,4.4e-14,1e-14,0.768,,19.88,0.009,,,,,14.3,0.05,13.25,0.05,12.79,0.05,,,,,,,,,,,,,0.001,0.07,0.04,0.3,0.1,0.04,0.01,0.4,0.003,0.04,0.02,0.1,0.06,0.03,0.02,0.1,YSO,0.4,0.1,0.467,,,,,J1841-055
2CXO J184131.8-052009,280.3825913,-5.336071,2.04,3.94,8e-16,6e-16,2e-15,1e-15,3.1e-14,8e-15,3.4e-14,9e-15,0.745,,19.771,0.008,21.9,0.2,18.49,0.04,,,,,,,,,,,,,-0.7,0.6,5.844,4518.0,3110.0,6397.0,0.001,0.12,0.03,0.02,0.003,0.4,0.4,0.05,0.004,0.07,0.03,0.02,0.006,0.1,0.2,0.04,NS,0.4,0.2,0.221,,,,,J1841-055
2CXO J184033.1-054600,280.1382382,-5.7669441,2.17,6.76,1.3e-14,3e-15,7e-15,2e-15,1.2e-14,6e-15,3.2e-14,7e-15,0.517,,9.396,0.003,9.985,0.003,8.653,0.004,7.73,0.02,7.4,0.03,7.21,0.02,7.04,0.05,7.13,0.02,7.0,0.1,3.19,0.01,11.605,311.0,309.0,312.0,0.0,0.01,0.3,0.03,0.6,0.003,0.0001,0.05,0.0003,0.02,0.1,0.04,0.2,0.007,0.0008,0.04,LM-STAR,0.6,0.2,1.157,,,,,J1841-055
2CXO J184032.6-054310,280.1359868,-5.7197012,1.8,5.69,3e-16,2e-16,5e-15,1e-15,2.6e-14,7e-15,3.1e-14,7e-15,0.877,,17.036,0.003,17.81,0.01,16.098,0.008,,,,,,,,,,,,,0.59,0.08,0.687,1755.0,1515.0,1993.0,0.0,0.3,0.08,0.002,0.002,0.4,0.05,0.15,0.003,0.1,0.06,0.005,0.005,0.2,0.04,0.08,LMXB,0.4,0.2,0.338,,,,,J1841-055
2CXO J184032.0-054236,280.1334187,-5.7102586,0.81,9.92,3e-16,2e-16,6e-16,5e-16,1.9e-13,2e-14,1.9e-13,2e-14,0.452,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.003,0.004,0.01,0.0,0.3,0.6,0.03,0.1,0.008,0.01,0.01,0.002,0.2,0.2,0.03,NS,0.6,0.2,0.804,,,,,J1841-055
2CXO J184017.9-054810,280.07497,-5.8029995,5.56,3.18,1e-15,1e-15,3e-15,1e-15,9e-15,5e-15,1.4e-14,6e-15,0.936,,20.32,0.01,,,,,14.11,0.06,12.99,0.06,12.54,0.06,12.408,0.008,12.62,0.01,,,-2.0,1.0,5.358,5578.0,3703.0,8003.0,0.0,0.02,0.05,0.03,0.06,0.04,0.01,0.8,0.001,0.02,0.03,0.06,0.04,0.04,0.01,0.1,YSO,0.8,0.1,4.518,,,,,J1841-055
2CXO J184025.4-054102,280.1061286,-5.684015,0.96,3.76,8e-18,6e-18,1.7e-15,7e-16,1.2e-14,4e-15,1.4e-14,5e-15,,,20.61,0.02,22.1,0.4,18.32,0.03,14.38,0.07,13.01,0.07,12.38,0.06,,,,,,,1.0,2.0,12.203,5235.0,3176.0,7444.0,0.001,0.01,0.08,0.09,0.1,0.01,0.01,0.7,0.008,0.01,0.05,0.06,0.1,0.02,0.01,0.1,YSO,0.7,0.1,2.256,,,,,J1841-055
2CXO J184025.8-053716,280.1075026,-5.6212906,0.76,16.55,4.2e-14,3e-15,2.6e-14,3e-15,3.6e-14,6e-15,1.04e-13,7e-15,1.0,0.232,13.413,0.003,14.024,0.005,12.598,0.006,11.45,0.03,10.91,0.04,10.31,0.03,9.49,0.03,9.37,0.03,9.45,,3.4,0.08,20.486,292.0,286.0,299.0,0.0,0.11,0.15,0.08,0.1,0.04,0.001,0.53,0.0003,0.06,0.06,0.05,0.04,0.03,0.003,0.09,YSO,0.53,0.09,2.609,,,,,J1841-055
2CXO J184019.7-054016,280.0823156,-5.6711644,0.81,4.06,8e-18,6e-18,8e-16,4e-16,1.9e-14,6e-15,1.9e-14,6e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.0,0.1,0.0,0.0,0.2,0.7,0.03,0.06,0.01,0.1,0.004,0.001,0.2,0.3,0.05,NS,0.7,0.3,1.156,,,,,J1841-055
2CXO J184020.9-053926,280.0872033,-5.6574635,0.88,3.43,4e-16,3e-16,2.4e-15,8e-16,2e-15,1e-15,4e-15,1e-15,0.038,,13.122,0.004,14.864,0.004,11.76,0.004,9.64,0.02,9.01,0.03,8.6,0.02,8.18,0.03,7.89,0.02,7.4,0.1,-0.3,0.2,5.526,6964.0,4909.0,9726.0,0.0,0.02,0.3,0.03,0.14,0.001,0.001,0.5,0.0005,0.02,0.1,0.03,0.08,0.004,0.003,0.1,YSO,0.5,0.1,1.21,,,,,J1841-055
2CXO J184006.8-054625,280.0285907,-5.773865,4.03,3.18,2.6e-15,9e-16,7e-16,5e-16,5e-15,4e-15,8e-15,4e-15,0.605,,8.671,0.003,9.034,0.003,8.14,0.004,7.56,0.03,7.27,0.05,7.14,0.02,7.02,0.03,7.15,0.02,7.15,0.06,10.85,0.02,91.31,92.0,92.0,92.0,0.0,0.01,0.2,0.02,0.8,0.01,0.0,0.03,0.0008,0.03,0.1,0.03,0.2,0.01,0.001,0.03,LM-STAR,0.8,0.2,2.056,,,,,J1841-055
2CXO J183941.9-060234,279.924723,-6.04284,1.12,4.88,8e-16,6e-16,9e-16,4e-16,6e-15,2e-15,8e-15,3e-15,0.629,,18.343,0.004,20.37,0.07,16.868,0.008,14.14,0.07,12.39,,11.9,,,,,,,,1.0,0.2,0.614,1095.0,887.0,1371.0,0.0,0.28,0.09,0.04,0.02,0.21,0.09,0.27,0.001,0.1,0.06,0.03,0.02,0.08,0.06,0.08,CV,0.28,0.1,0.076,,,,,J1841-055
2CXO J183903.4-054245,279.7642854,-5.7126322,2.12,4.26,1e-14,2e-15,8e-18,6e-18,1.2e-15,9e-16,1.1e-14,3e-15,,,9.225,0.003,9.689,0.003,8.592,0.004,7.83,0.02,7.38,0.03,7.29,0.02,7.16,0.03,7.26,0.02,7.38,0.04,5.78,0.02,22.486,172.0,172.0,173.0,0.0,0.004,0.1,0.02,0.84,0.003,0.0,0.03,0.001,0.008,0.06,0.02,0.08,0.006,0.001,0.03,LM-STAR,0.84,0.08,5.228,,,,,J1841-055
2CXO J184004.8-054415,280.0203289,-5.7377185,0.79,11.78,2e-16,2e-16,1.3e-15,7e-16,2.4e-13,2e-14,2.4e-13,2e-14,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.2,0.001,0.02,0.002,0.4,0.3,0.06,0.08,0.2,0.006,0.02,0.005,0.2,0.1,0.05,LMXB,0.4,0.2,0.249,,,,,J1841-055
2CXO J184016.9-053502,280.070821,-5.5840244,1.58,3.22,8e-18,6e-18,3e-16,3e-16,2.2e-14,7e-15,2.3e-14,7e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,0.0,0.1,0.001,0.0001,0.2,0.6,0.04,0.08,0.01,0.1,0.006,0.001,0.2,0.3,0.05,NS,0.6,0.3,0.696,,,,,J1841-055
2CXO J184003.4-054403,280.014437,-5.7343155,0.81,6.4,3e-16,3e-16,8e-18,6e-18,8e-14,1e-14,8e-14,1e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.0,0.01,0.03,0.001,0.5,0.3,0.05,0.07,0.004,0.02,0.02,0.004,0.2,0.2,0.04,LMXB,0.5,0.2,0.747,,,,,J1841-055
2CXO J184003.1-054425,280.0130448,-5.740513,2.21,3.11,3e-15,1e-15,3e-16,3e-16,6e-15,5e-15,1e-14,5e-15,0.731,,10.537,0.003,10.875,0.003,10.024,0.004,9.46,0.03,9.11,0.03,9.0,0.03,8.6,0.03,8.65,0.02,10.15,,3.75,0.02,14.456,265.0,263.0,266.0,0.0,0.01,0.2,0.02,0.6,0.02,0.0,0.1,0.001,0.02,0.1,0.04,0.2,0.03,0.002,0.07,LM-STAR,0.6,0.2,1.609,,,,,J1841-055
2CXO J183907.8-054329,279.782555,-5.7249466,0.89,11.96,6.3e-14,6e-15,1.2e-14,2e-15,4e-15,3e-15,7.9e-14,7e-15,0.938,,13.99,0.003,15.448,0.005,12.792,0.004,11.1,0.03,10.52,0.03,10.21,0.03,9.75,0.03,9.63,0.03,8.94,,14.01,0.02,70.963,71.0,71.0,71.0,0.0,0.07,0.3,0.05,0.3,0.01,0.001,0.24,0.0,0.07,0.1,0.04,0.1,0.01,0.004,0.09,HM-STAR,0.3,0.1,0.316,,,,,J1841-055
2CXO J184007.1-054021,280.0299313,-5.6725918,1.13,3.7,1.3e-15,6e-16,9e-16,5e-16,5e-16,5e-16,2.7e-15,9e-16,0.03,,17.247,0.004,17.92,0.06,16.01,0.04,14.37,0.06,13.76,0.06,13.58,,,,,,,,0.5,0.1,3.344,2153.0,1726.0,2844.0,0.0,0.14,0.23,0.01,0.13,0.07,0.01,0.4,0.0008,0.09,0.09,0.01,0.05,0.04,0.01,0.1,YSO,0.4,0.1,0.821,,,,,J1841-055
2CXO J183940.7-055813,279.9196105,-5.9704071,2.05,3.35,1.3e-15,9e-16,2.4e-15,9e-16,2e-15,2e-15,6e-15,2e-15,0.165,,19.147,0.005,21.1,0.2,17.9,0.02,15.31,0.09,14.61,,14.29,,,,,,,,0.6,0.3,3.47,5379.0,2892.0,8983.0,0.0,0.27,0.09,0.02,0.02,0.23,0.12,0.24,0.002,0.09,0.05,0.02,0.02,0.08,0.09,0.08,CV,0.27,0.09,0.143,,,,,J1841-055
2CXO J183858.7-054813,279.7447332,-5.8037051,2.2,3.58,4e-16,3e-16,3e-15,1e-15,1.4e-14,5e-15,1.7e-14,6e-15,0.323,,,,,,,,13.56,,13.57,0.08,11.23,,,,,,,,,,,,,,0.001,0.03,0.3,0.01,0.01,0.08,0.5,0.1,0.004,0.03,0.09,0.01,0.01,0.09,0.1,0.04,NS,0.5,0.1,0.832,,,,,J1841-055
2CXO J183951.8-054835,279.965862,-5.809931,1.22,6.79,1.6e-14,3e-15,5e-15,1e-15,6e-15,4e-15,2.7e-14,5e-15,0.993,0.683,13.799,0.003,14.413,0.006,13.033,0.005,12.01,0.04,11.49,0.04,11.36,0.04,,,,,,,3.01,0.02,9.626,327.0,326.0,330.0,0.0,0.04,0.4,0.01,0.4,0.05,0.0,0.17,0.0003,0.03,0.1,0.02,0.1,0.05,0.002,0.07,LM-STAR,0.4,0.1,0.114,,,,,J1841-055
2CXO J183958.5-054159,279.9940755,-5.6999974,1.14,4.59,3e-16,2e-16,6e-16,5e-16,2.7e-14,7e-15,2.8e-14,7e-15,0.739,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.02,0.001,0.0,0.2,0.7,0.01,0.03,0.04,0.03,0.004,0.004,0.2,0.2,0.02,NS,0.7,0.2,1.234,extent,,,,J1841-055
2CXO J184009.0-053340,280.037632,-5.5612555,1.9,4.06,1.8e-15,8e-16,2.9e-15,1e-15,2e-15,2e-15,6e-15,2e-15,0.111,,15.949,0.003,16.886,0.007,14.974,0.006,13.49,0.03,12.82,0.04,12.59,0.03,13.144,0.008,,,,,1.51,0.06,3.874,653.0,628.0,681.0,0.0,0.05,0.2,0.03,0.2,0.01,0.001,0.5,0.0,0.05,0.1,0.04,0.1,0.02,0.004,0.2,YSO,0.5,0.2,0.986,,,,,J1841-055
2CXO J183928.5-054007,279.8688434,-5.6686738,4.56,3.29,8e-18,6e-18,7e-16,5e-16,1e-14,5e-15,1.1e-14,5e-15,,,20.75,0.02,22.0,0.2,19.3,0.1,,,,,,,,,,,,,,,,,,,0.01,0.12,0.09,0.02,0.002,0.2,0.5,0.07,0.04,0.09,0.09,0.02,0.005,0.1,0.2,0.05,NS,0.5,0.2,0.954,,,,,J1841-055
2CXO J184010.8-053138,280.045149,-5.5274562,4.04,3.24,3e-15,1e-15,1.5e-15,9e-16,1.7e-14,8e-15,2.1e-14,8e-15,0.054,,16.554,0.003,17.82,0.01,15.416,0.005,13.73,0.04,12.9,0.06,12.61,0.04,12.156,0.004,,,,,2.19,0.06,18.498,450.0,438.0,461.0,0.0,0.06,0.12,0.2,0.09,0.1,0.02,0.4,0.0006,0.04,0.07,0.1,0.05,0.08,0.03,0.1,YSO,0.4,0.1,0.499,,,,,J1841-055
2CXO J183931.6-055955,279.8819727,-5.9988421,0.88,3.81,8e-18,6e-18,8e-16,4e-16,9e-15,3e-15,1e-14,3e-15,,,,,,,,,15.13,0.07,13.23,0.05,12.47,0.07,,,,,,,,,,,,,0.001,0.01,0.09,0.02,0.11,0.002,0.01,0.8,0.005,0.02,0.05,0.02,0.09,0.005,0.01,0.1,YSO,0.8,0.1,3.22,,,,,J1841-055
2CXO J183904.7-054854,279.7698632,-5.8150049,1.55,3.06,8e-18,6e-18,8e-18,6e-18,1.9e-14,6e-15,1.9e-14,6e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.0,0.01,0.03,0.001,0.5,0.3,0.08,0.1,0.001,0.03,0.03,0.003,0.2,0.2,0.06,LMXB,0.5,0.2,0.522,,,,,J1841-055
2CXO J183951.5-054235,279.9645875,-5.7098044,3.09,3.58,5e-15,2e-15,4e-16,3e-16,6e-15,6e-15,1.1e-14,6e-15,0.32,,12.23,0.003,12.631,0.003,11.626,0.004,10.86,0.02,10.55,0.02,10.49,0.03,10.58,0.04,10.75,0.05,8.61,,2.53,0.01,5.116,392.0,389.0,394.0,0.0001,0.02,0.2,0.03,0.6,0.04,0.001,0.13,0.0007,0.04,0.09,0.04,0.2,0.06,0.002,0.07,LM-STAR,0.6,0.2,1.553,,,,,J1841-055
2CXO J183928.1-055925,279.8670896,-5.9904683,0.76,4.88,8e-18,6e-18,8e-18,6e-18,1.6e-14,4e-15,1.6e-14,4e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.0,0.01,0.03,0.001,0.5,0.3,0.08,0.1,0.004,0.03,0.03,0.003,0.2,0.2,0.06,LMXB,0.5,0.2,0.483,,,,,J1841-055
